1109199189832056832,4.431739
1109199321046482946,6.235176
1109199355976843264,4.733239
1109199433114091520,4.759734
1109199895628517379,3.4199095
1109200020211941376,3.9553995
1109200346495234048,4.7331014
1109200368653795329,3.3911803
1109201750408523776,4.523541
1109201798978588672,4.4641376
1109201857107382275,4.558569
1109202108119728130,4.135141
1109202842672394240,4.220394
1109203136961564672,4.174662
1109203138458857478,3.8947144
1109203361834942466,4.5851603
1109203703662342145,3.6067324
1109203741973069824,4.233868
1109203828321255425,3.68037
1109203848839585792,4.2905235
1109204141761593344,4.117836
1109204251732049920,4.134551
1109204275287212032,3.905262
1109204485069590530,4.634863
1109204868663836673,3.7575688
1109204957528506371,4.1951036
1109205223334178822,5.0894747
1109205586296475648,4.394945
1109205660279951361,4.845689
1109206079953608709,3.4973845
1109206186249867264,4.1189156
1109206307838541824,4.9600577
1109206385487736832,3.5696073
1109206930839490567,4.872493
1109206959721463810,3.432271
1109207198872338433,3.6291203
1109207452988391424,5.5468726
1109207829737598976,4.952753
1109207873928814594,3.014418
1109207981818871809,4.338809
1109208241228206080,3.139705
1109208482274820097,3.6992009
1109208502340186112,5.027087
1109208720419028993,3.9807882
1109208947582480384,4.358755
1109209350877396993,4.6816373
1109209401943117825,3.2566657
1109209890680123392,4.7793407
1109210101502611459,4.421094
1109210361264308227,5.064227
1109210946101223427,4.6443906
1109211364373991426,3.657445
1109212439780966411,4.4694195
1109212447519526912,4.2944336
1109212877490212865,4.519535
1109213342906941440,3.6514356
1109213457524641793,3.392269
1109213613972164608,4.2061396
1109213704179060742,3.848506
1109213915915923457,4.1277847
1109214419471556610,3.864695
1109214501625348097,4.298201
1109214642155466753,4.237794
1109215173493948416,4.270479
1109215582988042240,4.771207
1109215944394579969,4.030676
1109216217066364930,3.6032681
1109216271164416001,4.627714
1109216456892473345,4.309157
1109216732131004417,4.6026874
1109216771079323650,4.4243746
1109217659508482048,3.7796755
1109217915700686849,4.545718
1109217947975847942,4.1308947
1109218174568988672,4.7338333
1109218393142579200,4.8663836
1109218436880785414,3.6859748
1109218633425829890,3.8900888
1109218976549220353,3.8493311
1109219647218429952,5.0845776
1109220371830620160,3.5739179
1109220709941678080,2.9804487
1109221004990140421,4.168721
1109221147932061704,4.4447975
1109221868098240513,3.5610685
1109221916500520961,3.8876023
1109222747585024001,4.016228
1109222864350334976,4.0635605
1109223858685571072,4.041748
1109223867959177216,3.9565341
1109224503668862976,4.3212986
1109224803679043584,4.0543327
1109225090640736259,4.482608
1109225307700113408,3.8503013
1109225583140134912,3.835918
1109226772854390784,4.229941
1109226790625660928,4.244702
1109227135347187712,5.0453033
1109228342077579265,3.1757221
1109228377502818308,4.3931413
1109228380795400193,3.93831
